,model_combo,r_score,r_squared,mean_squared
0,5%_mix_no,0.9885329542126374,0.9771974015643643,3.4285714285714284
1,5%_combined,0.9690312496082704,0.939021562717366,13.666666666666666
2,5%_log_rand,0.9355881900989006,0.8753252614525365,16.285714285714285
3,5%_log_up,0.9095104251198862,0.8272092134017561,22.428571428571427
4,5%_rf_rand,0.4931717660253856,0.24321839080459767,25.0
5,5%_mix_rand,0.953460318005113,0.9090865780104112,25.166666666666668
6,5%_mix_up,0.9513256765655063,0.9050205428928182,30.5
7,5%_knn_up,0.7822147008813709,0.6118598382749325,31.166666666666668
8,5%_knn_rand,0.8910348689413126,0.7939431376692621,34.666666666666664
9,5%_nn_rand,0.7769175499017149,0.6036008793452837,45.714285714285715
10,5%_knn_no,0.736628773032128,0.5426219492588183,46.333333333333336
11,5%_log_no,0.8535942166786421,0.7286230867472246,51.875
12,5%_nn_up,0.7150468603551628,0.5112920125037758,53.142857142857146
13,5%_rf_no,0.8951714101199366,0.8013318534961158,65.5
14,5%_mlp_rand,0.39724630168656255,0.15780462420365146,103.28571428571429
15,5%_nn_no,0.6666449785557642,0.44441552743361534,111.75
16,5%_rf_up,0.3991746849415971,0.1593404290982233,123.4
17,5%_mlp_up,0.48326439977774377,0.23354448009254294,202.33333333333334
18,5%_mlp_no,0.009665755835416732,9.342683586989261e-05,654.0833333333334
