,model_combo,r_score,r_squared,mean_squared
0,5%_rf_no,0.7595136742461724,0.576861021366921,23.0
1,5%_mix_rand,0.9380793256094591,0.8799928211358975,28.5
2,5%_mix_no,0.8276707405983613,0.6850388548426399,35.57142857142857
3,5%_rf_up,0.4369762555531757,0.19094824791727433,55.8
4,5%_mix_up,0.7724992275821562,0.5967550566150279,56.0
5,5%_nn_no,0.8240833403894016,0.6791133519073543,56.888888888888886
6,5%_combined,0.8144385343641092,0.6633101262571582,61.0
7,5%_log_rand,0.8397543117326335,0.705187304073549,66.11111111111111
8,5%_log_no,0.7933358359077278,0.6293817485354133,67.44444444444444
9,5%_nn_rand,0.8195026235936047,0.6715845500768014,74.6
10,5%_knn_no,0.719031387973319,0.5170061368908376,87.33333333333333
11,5%_rf_rand,-0.8692383531510218,0.7555753145887005,128.4
12,5%_knn_rand,0.7087918373653191,0.502385868715705,169.5
13,5%_mlp_no,0.6159845503285225,0.3794369662434321,230.08333333333334
14,5%_log_up,0.6035118687957036,0.36422657577728257,255.25
15,5%_knn_up,0.85941501979237,0.7385941762447197,258.46153846153845
16,5%_mlp_rand,0.7305985312602451,0.5337742138796273,335.2857142857143
17,5%_nn_up,0.35845962973680773,0.12849330615104929,538.0
18,5%_mlp_up,0.662987694429423,0.4395526829648419,702.25
